area,item,year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
62,5,2000,758.0,34468.93,21.12
14,6,2012,1761.0,119166.69999999998,27.34
48,8,2007,1668.0,61164.07,15.94
14,3,1998,1761.0,118930.56,28.76
42,7,1993,1083.0,66388.0,25.97
62,1,1996,758.0,34468.93,20.79
25,0,1997,1410.0,3846.0,27.18
14,5,2013,1761.0,119166.69999999998,21.59
97,8,2001,1220.0,32893.1,9.69
86,3,2001,1712.0,1705.05,26.63
42,7,1995,1083.0,61257.0,24.04
62,6,2006,758.0,50891.95,21.5
49,5,2011,250.0,10656.6,2.67
42,0,1993,1083.0,66388.0,25.27
49,3,1998,250.0,6416.14,6.94
5,4,1990,534.0,17866.0,18.05
68,3,2001,778.0,9424.73,10.24
99,3,1995,1020.0,716.0,21.86
42,0,2001,1083.0,43720.04,25.95
65,5,1993,1032.0,102.26,22.04
14,4,1997,1761.0,110276.11,19.12
5,3,2010,534.0,42169.39,16.72
74,7,1991,3142.0,121.0,25.04
84,1,2006,495.0,26857.0,15.26
71,7,2012,151.0,21.37,29.61
82,3,1997,686.0,437.23,25.87
42,3,2013,1083.0,45620.0,28.85
62,8,2007,758.0,64501.28,21.35
42,3,1996,1083.0,56114.0,27.01
46,8,2000,832.0,79447.0,13.42
5,4,2006,534.0,35900.0,20.17
15,5,1999,608.0,3004.75,9.67
5,7,2007,534.0,32446.25,14.99
14,4,1991,1761.0,58349.44,20.13
76,3,2007,600.0,18721.0,9.32
37,1,1995,1651.0,153.0,27.23
22,8,1994,3240.0,17051.34,22.33
16,5,2007,748.0,292.05,28.96
62,5,1991,758.0,34468.93,22.5
94,6,2004,593.0,28831.0,10.99
31,3,1993,536.0,1200.0,4.74
62,6,1993,758.0,34468.93,19.73
95,4,1999,1180.0,88.0,23.52
92,6,1994,1622.0,20448.0,27.76
10,5,2005,2666.0,7605.01,26.19
5,4,2013,534.0,45177.18,17.39
73,5,2013,494.0,0.92,27.9
15,3,1997,608.0,3262.25,8.26
60,7,2001,92.0,39.09,28.28
5,1,1990,534.0,17866.0,14.16
5,5,1991,534.0,17866.0,16.78
94,3,1995,593.0,27328.0,14.14
3,7,2005,591.0,65437.73,17.32
70,3,1994,2280.0,799.0,27.26
42,1,2013,1083.0,45620.0,27.14
37,5,1997,1651.0,157.0,27.3
84,5,2001,495.0,26857.0,21.25
87,3,2012,1712.0,2469.47,26.42
69,3,1996,1732.0,3499.0,13.07
14,5,1997,1761.0,110276.11,20.77
85,5,2006,636.0,39767.0,13.06
42,3,1999,1083.0,46195.0,25.78
62,6,1991,758.0,34468.93,22.5
48,1,2011,1668.0,51796.3,15.38
32,4,1995,867.0,84011.0,11.69
42,3,2011,1083.0,55540.0,27.41
25,1,1993,1410.0,4971.0,26.41
29,8,1995,383.0,4.44,24.37
61,0,1991,2041.0,788.43,24.14
42,6,2008,1083.0,14485.33,25.78
54,3,2001,56.0,4284.5,21.1
42,1,2009,1083.0,28707.01,26.68
95,1,2011,1180.0,88.0,23.89
47,4,1992,2051.0,1415.65,27.25
14,7,1999,1761.0,119166.69999999998,20.04
14,9,1999,1761.0,119166.69999999998,17.66
73,4,1998,494.0,18406.0,24.91
34,9,1997,1187.0,502.0,26.58
81,5,2010,59.0,4684.4,27.3
42,7,2012,1083.0,52980.0,25.45
18,2,1997,1604.0,630.12,24.98
22,2,2001,3240.0,85515.3,22.5
73,6,2000,494.0,27885.0,25.32
16,3,2006,748.0,109.24,28.92
85,5,2005,636.0,41017.0,12.26
14,1,1990,1761.0,49695.0,20.29
42,0,2006,1083.0,37423.0,26.37
94,1,2009,593.0,37651.15,14.95
39,4,1997,1440.0,16.35,27.74
43,4,2011,2702.0,1597.0,27.19
42,7,2009,1083.0,28707.01,26.41
42,0,2008,1083.0,14485.33,25.23
5,8,2013,534.0,45177.18,18.09
95,2,2005,1180.0,88.0,24.29
97,8,1994,1220.0,33929.0,9.86
57,6,2010,1181.0,584.12,21.34
42,6,2002,1083.0,42482.56,27.72
5,1,1999,534.0,34200.0,16.77
39,9,1996,1440.0,14.44,26.85
62,7,2013,758.0,59920.18,17.34
28,7,2005,1784.0,1922.78,26.07
73,5,1995,494.0,7681.0,24.58
94,1,2006,593.0,27421.0,17.71
25,2,2005,1410.0,3515.56,26.9
95,7,2010,1180.0,88.0,24.14
17,0,2008,1274.0,456.44,21.29
14,5,2010,1761.0,119166.69999999998,27.56
42,0,1996,1083.0,56114.0,25.55
75,2,1994,1738.0,3134.0,17.31
43,3,1991,2702.0,3259.0,26.92
81,8,1996,59.0,994.0,26.37
62,6,2010,758.0,63402.29,25.04
98,3,1996,1300.0,3444.01,17.03
73,8,2004,494.0,8903.48,27.94
38,1,2007,2387.0,246.5,27.3
94,3,1999,593.0,33089.0,20.02
59,1,1991,282.0,54.63,27.58
50,3,2000,630.0,1998.0,16.73
8,0,2002,1292.0,384.23,25.79
42,7,1996,1083.0,56114.0,27.01
75,3,1990,1738.0,3134.0,16.84
91,8,1992,691.0,2280.0,7.9
97,8,2009,1220.0,21324.22,9.59
14,7,2000,1761.0,119166.69999999998,18.65
43,3,2013,2702.0,1597.0,27.88
61,4,2008,2041.0,781.32,24.19
35,5,2010,652.0,5607.7,19.3
14,8,2011,1761.0,119166.69999999998,20.33
42,1,1996,1083.0,56114.0,27.37
20,3,1992,1342.0,0.04,24.81
43,3,2001,2702.0,1597.0,26.81
56,8,2010,1513.0,241.89,20.31
80,3,2011,1212.0,181.6,19.59
42,6,2012,1083.0,52980.0,24.37
42,6,2007,1083.0,27422.77,25.59
73,1,2012,494.0,990.09,23.1
83,1,2002,1162.0,1164.1,11.18
1,5,1996,89.0,479.77,16.76
100,1,1994,657.0,1664.0,20.64
14,3,2012,1761.0,119166.69999999998,22.16
57,8,2001,1181.0,177.24,20.59
48,7,2011,1668.0,51796.3,15.62
42,5,1998,1083.0,49157.0,25.46
3,5,1997,591.0,77691.0,18.29
42,4,1997,1083.0,52279.0,24.71
42,1,1990,1083.0,75000.0,25.25
76,1,2013,600.0,22204.46,9.32
15,3,1991,608.0,3906.0,8.14
58,7,2002,2875.0,39406.48,27.57
20,2,1996,1342.0,22.87,25.32
42,3,2009,1083.0,28707.01,26.55
57,8,1990,1181.0,173.19,20.86
42,6,1994,1083.0,61357.0,26.54
42,5,2001,1083.0,43720.04,25.86
71,1,1995,151.0,62.0,29.56
42,6,2007,1083.0,27422.77,24.6
42,4,2007,1083.0,27422.77,24.59
61,1,2004,2041.0,697.91,24.25
46,1,2010,832.0,71613.0,12.63
62,5,1995,758.0,34468.93,16.68
76,3,1999,600.0,8466.0,8.96
62,3,2007,758.0,64501.28,20.17
62,0,2007,758.0,64501.28,24.88
92,5,2013,1622.0,8136.0,28.98
35,4,2001,652.0,10725.0,18.67
64,4,2011,346.0,13697.0,18.53
21,3,1993,1522.0,15373.0,6.16
62,8,1994,758.0,34468.93,19.79
41,8,1994,589.0,9574.0,11.58
42,0,2001,1083.0,43720.04,25.59
37,9,2002,1651.0,278.77,27.53
42,7,2001,1083.0,43720.04,26.9
40,5,2000,1976.0,4376.0,24.43
42,6,1990,1083.0,75000.0,25.16
97,3,1997,1220.0,35490.0,8.87
81,8,2000,59.0,3024.11,26.55
75,8,2011,1738.0,15436.91,17.03
57,2,1999,1181.0,123.64,20.26
24,8,2000,703.0,3174.0,9.67
25,1,1995,1410.0,3449.0,26.78
64,3,1996,346.0,11806.86,17.75
64,5,1998,346.0,12621.14,18.21
49,6,1993,250.0,17182.0,1.63
73,4,2013,494.0,0.92,24.27
26,0,1993,2274.0,1844.0,22.15
4,1,1998,562.0,50.92,10.28
28,6,2001,1784.0,2543.7,25.92
19,3,2005,537.0,36363.0,7.22
85,8,2011,636.0,53549.0,13.28
44,8,2004,216.0,828.62,23.72
73,3,1998,494.0,18406.0,27.89
43,0,2005,2702.0,1597.0,27.48
16,6,2004,748.0,1.28,28.9
22,6,2008,3240.0,48538.97,22.07
26,0,1995,2274.0,2658.0,17.7
48,3,1999,1668.0,79821.18,13.78
42,6,2002,1083.0,42482.56,26.7
14,3,1992,1761.0,67003.89,18.72
95,8,2006,1180.0,88.0,23.95
7,1,2008,447.0,262.99,12.3
42,5,2008,1083.0,14485.33,25.65
73,6,1992,494.0,5518.0,18.34
42,1,1994,1083.0,61357.0,26.55
82,7,2005,686.0,465.95,25.78
85,4,1993,636.0,29408.0,11.12
48,1,1995,1668.0,79821.18,14.97
28,2,2004,1784.0,2078.01,26.2
62,3,1995,758.0,34468.93,16.85
14,9,2006,1761.0,119166.69999999998,20.6
79,8,2013,637.0,6947.9,13.94
94,1,1997,593.0,34431.0,18.65
37,1,2001,1651.0,254.42,27.36
33,8,2007,700.0,40740.64,10.88
43,3,1997,2702.0,1597.0,27.62
42,4,2012,1083.0,52980.0,25.89
42,0,1996,1083.0,56114.0,26.64
100,1,1998,657.0,2883.0,21.3
15,8,2005,608.0,2232.25,8.58
36,0,2001,1996.0,10023.42,19.62
3,3,2005,591.0,65437.73,17.32
0,5,1992,1485.0,121.0,16.06
54,1,2005,56.0,8314.0,20.28
21,1,2002,1522.0,12047.63,6.25
94,4,2000,593.0,33471.0,19.33
97,8,2005,1220.0,31415.27,8.85
37,7,2000,1651.0,230.06,27.12
19,8,1997,537.0,38258.2,4.54
14,1,1995,1761.0,92967.22,20.61
26,0,2000,2274.0,17948.0,21.34
14,3,2005,1761.0,119166.69999999998,18.53
46,4,1998,832.0,84117.0,12.96
2,5,2005,1010.0,40.0,24.41
42,8,2008,1083.0,14485.33,27.45
36,3,2013,1996.0,20489.4,20.37
35,5,2009,652.0,3404.4,18.52
7,4,1993,447.0,148.68,10.53
62,4,1998,758.0,34468.93,16.21
48,3,2009,1668.0,60970.8,13.55
42,1,2012,1083.0,52980.0,28.02
5,1,1998,534.0,37215.0,18.05
73,3,1999,494.0,20450.0,25.5
13,1,2004,416.0,17.0,19.41
49,6,2007,250.0,5575.89,4.14
50,0,2000,630.0,1998.0,16.73
64,1,1991,346.0,9771.14,17.25
10,8,1993,2666.0,1487.0,25.73
3,3,2011,591.0,100424.62,17.93
73,3,1995,494.0,7681.0,22.61
15,8,1997,608.0,3262.25,8.26
14,4,2001,1761.0,119166.69999999998,25.59
14,1,2004,1761.0,119166.69999999998,17.88
43,7,1995,2702.0,1597.0,27.15
3,5,2012,591.0,119166.69999999998,18.43
75,3,1999,1738.0,4029.0,16.65
74,4,2008,3142.0,105.0,25.17
5,3,1997,534.0,34091.0,13.93
84,5,1998,495.0,24304.0,19.42
84,6,1995,495.0,18025.0,19.23
73,3,1991,494.0,5962.0,22.48
27,7,1990,51.0,13214.0,21.6
3,3,2007,591.0,81582.64,16.71
28,7,1994,1784.0,3630.31,26.33
11,1,2002,618.0,8306.31,7.34
45,8,2005,1118.0,2624.89,9.91
44,3,2007,216.0,1062.61,20.12
22,4,2002,3240.0,84023.26,22.73
32,5,2013,867.0,66497.29,11.01
37,2,2009,1651.0,449.26,27.37
39,7,2002,1440.0,27.85,27.42
62,7,1997,758.0,34468.93,25.21
39,5,1990,1440.0,17.14,27.11
10,3,2002,2666.0,2954.29,26.1
25,1,2009,1410.0,5975.25,26.91
70,9,2007,2280.0,9850.26,27.23
62,6,1993,758.0,34468.93,21.04
19,8,1997,537.0,38258.2,8.23
19,3,1991,537.0,29477.5,7.55
85,3,2010,636.0,39043.0,12.01
18,7,2000,1604.0,545.0,24.88
26,5,2006,2274.0,7953.42,17.6
26,4,1998,2274.0,21500.0,22.59
43,0,2013,2702.0,1597.0,27.3
0,8,2006,1485.0,943.61,15.92
42,0,1994,1083.0,61357.0,26.55
26,5,2006,2274.0,7953.42,22.09
64,1,2012,346.0,13697.0,18.2
19,8,1997,537.0,38258.2,6.0
5,7,1998,534.0,37215.0,18.9
44,5,2002,216.0,878.68,23.76
62,7,2007,758.0,64501.28,22.18
84,5,2010,495.0,26857.0,21.54
39,3,2004,1440.0,27.85,27.37
62,3,2006,758.0,50891.95,20.3
25,9,2008,1410.0,5409.43,26.56
8,0,2000,1292.0,484.59,25.16
49,8,1997,250.0,8112.0,7.53
73,1,1993,494.0,4945.0,23.08
42,5,1994,1083.0,61357.0,24.29
73,4,2002,494.0,10881.83,23.83
43,7,1991,2702.0,3259.0,27.04
40,6,1993,1976.0,6768.0,24.58
64,1,2009,346.0,13697.0,18.56
42,7,2011,1083.0,55540.0,25.81
62,4,2000,758.0,34468.93,16.11
7,4,1997,447.0,148.68,11.89
40,7,2004,1976.0,3034.91,24.68
94,6,1994,593.0,24219.0,12.83
84,1,2006,495.0,26857.0,18.42
14,3,2002,1761.0,119166.69999999998,19.49
100,7,1990,657.0,5727.0,21.19
20,0,2008,1342.0,22.87,25.76
19,6,2010,537.0,61050.0,9.47
100,1,2006,657.0,3164.45,20.7
14,1,1994,1761.0,84312.78,26.05
84,6,1997,495.0,21596.0,15.38
62,0,2002,758.0,16189.88,19.62
82,7,2010,686.0,695.86,26.1
48,4,2000,1668.0,79821.18,13.5
73,4,2000,494.0,27885.0,23.6
22,4,2012,3240.0,48727.73,27.56
37,0,2000,1651.0,230.06,27.12
60,1,2001,92.0,39.09,28.28
80,6,1991,1212.0,107.0,19.22
94,1,1992,593.0,27110.0,17.68
66,1,1996,285.0,56.0,19.79
24,3,2004,703.0,2899.0,9.0
33,1,2010,700.0,40832.42,7.97
42,8,1998,1083.0,49157.0,25.87
5,3,1993,534.0,23899.0,18.03
43,1,2006,2702.0,1597.0,27.39
42,8,1992,1083.0,70791.0,26.41
60,3,2011,92.0,13.35,27.87
94,3,2005,593.0,40332.0,19.44
32,8,2013,867.0,66497.29,11.01
42,8,1993,1083.0,66388.0,25.27
82,7,1995,686.0,435.31,25.33
65,5,1997,1032.0,60.63,21.54
37,0,2005,1651.0,351.84,27.66
48,3,2000,1668.0,79821.18,15.67
19,6,2007,537.0,45140.03,4.96
42,7,1995,1083.0,61257.0,25.92
42,5,1997,1083.0,52279.0,27.47
26,3,2013,2274.0,6471.77,17.28
62,3,2002,758.0,16189.88,16.37
80,7,2002,1212.0,106.34,19.77
36,2,2013,1996.0,20489.4,20.37
28,6,2010,1784.0,3598.59,25.96
94,4,1998,593.0,30162.0,18.08
65,7,1997,1032.0,60.63,21.54
98,5,1999,1300.0,3925.03,16.62
35,5,2001,652.0,10725.0,18.67
60,4,2013,92.0,26.41,28.24
5,3,1998,534.0,37215.0,12.46
71,7,2001,151.0,31.0,29.46
85,3,1990,636.0,39562.0,12.68
42,6,2009,1083.0,28707.01,26.55
10,4,2001,2666.0,3295.78,25.93
42,4,1992,1083.0,70791.0,26.41
14,9,2008,1761.0,119166.69999999998,21.86
20,4,2011,1342.0,22.87,25.23
88,6,2001,2331.0,581.12,27.12
35,3,1995,652.0,6663.0,17.82
73,7,1991,494.0,5962.0,26.98
94,8,1998,593.0,30162.0,11.72
40,2,1995,1976.0,7800.0,24.95
42,6,1991,1083.0,72133.0,26.7
22,8,2005,3240.0,117881.45,27.56
12,8,2012,847.0,6139.3,10.68
22,5,2004,3240.0,105514.19,27.3
44,3,1994,216.0,692.0,20.02
14,0,1994,1761.0,84312.78,19.15
34,5,2009,1187.0,378.97,27.14
14,5,1996,1761.0,101621.67,25.94
18,5,2012,1604.0,1372.47,25.18
47,4,1993,2051.0,1415.65,27.02
64,7,2000,346.0,13435.43,18.14
73,1,2010,494.0,2968.44,27.45
85,3,2011,636.0,53549.0,13.28
1,3,2008,89.0,11556.12,17.55
48,6,1993,1668.0,79821.18,14.99
39,2,2002,1440.0,27.85,27.42
62,3,2013,758.0,59920.18,22.19
5,1,2006,534.0,35900.0,12.51
94,5,2009,593.0,37651.15,19.94
62,0,1990,758.0,34468.93,19.27
48,1,1997,1668.0,79821.18,15.76
42,3,2001,1083.0,43720.04,24.5
62,4,1999,758.0,34468.93,16.09
91,3,2002,691.0,377.88,8.63
48,4,2007,1668.0,61164.07,16.55
59,0,1996,282.0,26.51,27.64
85,5,2001,636.0,35700.0,17.84
14,8,2007,1761.0,119166.69999999998,19.05
79,8,1993,637.0,24252.0,10.78
73,4,1999,494.0,20450.0,27.54
32,3,1995,867.0,84011.0,11.69
94,8,2010,593.0,38554.69,13.8
62,4,1993,758.0,34468.93,19.56
19,3,2009,537.0,54529.4,5.27
42,6,1997,1083.0,52279.0,25.75
5,3,1995,534.0,25598.0,18.88
59,9,1991,282.0,54.63,27.58
28,6,1997,1784.0,3164.62,26.48
14,9,2004,1761.0,119166.69999999998,25.94
42,7,1994,1083.0,61357.0,24.84
19,3,1998,537.0,41275.6,10.6
85,8,2000,636.0,34597.0,12.2
31,8,2001,536.0,1423.27,5.35
99,1,2004,1020.0,1670.0,20.79
18,4,2012,1604.0,1372.47,25.18
64,5,2008,346.0,13697.0,17.8
5,3,2004,534.0,36276.0,16.64
19,6,2006,537.0,36572.75,8.66
33,6,2012,700.0,45522.5,9.96
42,4,2001,1083.0,43720.04,24.76
90,6,2011,1537.0,2132.14,8.68
43,4,2010,2702.0,1597.0,27.46
47,9,2010,2051.0,909.71,27.09
15,4,2005,608.0,2232.25,8.58
43,4,2010,2702.0,1597.0,26.94
22,4,1997,3240.0,16005.0,22.9
99,0,2008,1020.0,1670.0,20.66
62,0,1997,758.0,34468.93,19.65
10,5,2011,2666.0,14798.28,25.8
84,4,2000,495.0,26857.0,15.13
5,4,2011,534.0,47632.99,14.19
48,9,2012,1668.0,54716.4,13.11
93,5,1997,207.0,909.0,19.54
42,0,1990,1083.0,75000.0,25.58
3,4,1999,591.0,62831.39,17.71
42,5,1996,1083.0,56114.0,26.46
10,5,2013,2666.0,15330.16,26.59
64,5,1999,346.0,13028.29,17.88
42,5,1996,1083.0,56114.0,27.06
27,8,2005,51.0,5471.0,21.08
58,4,2006,2875.0,39406.48,27.29
42,5,2007,1083.0,27422.77,26.15
53,8,2002,788.0,0.3,14.69
14,9,1990,1761.0,49695.0,20.29
42,0,1994,1083.0,61357.0,26.55
68,1,2013,778.0,10720.17,9.54
27,6,2009,51.0,9013.0,22.63
44,6,2001,216.0,837.47,24.45
36,5,2008,1996.0,18091.67,19.51
94,1,1993,593.0,28042.0,9.96
94,1,1994,593.0,24219.0,19.76
85,8,2012,636.0,48668.0,12.33
71,1,2010,151.0,11.49,30.32
2,7,2004,1010.0,40.0,24.22
14,4,2007,1761.0,119166.69999999998,18.66
62,7,1994,758.0,34468.93,19.79
2,5,2007,1010.0,40.0,24.24
44,3,2012,216.0,1979.27,20.7
14,1,2011,1761.0,119166.69999999998,18.01
14,7,2011,1761.0,119166.69999999998,24.32
73,7,1993,494.0,4945.0,25.04
5,3,2007,534.0,32446.25,20.31
42,8,1995,1083.0,61257.0,25.44
73,5,2009,494.0,3957.61,23.62
3,5,1995,591.0,37842.0,17.74
35,1,2013,652.0,8081.72,19.36
35,5,2000,652.0,10627.0,18.2
91,1,2000,691.0,527.25,8.78
94,6,1994,593.0,24219.0,19.76
14,8,2007,1761.0,119166.69999999998,27.32
85,4,1999,636.0,33614.0,12.09
25,7,2011,1410.0,6316.61,26.79
43,6,1999,2702.0,1597.0,27.32
94,3,2012,593.0,42610.59,18.54
16,7,2011,748.0,843.0,29.03
62,7,2001,758.0,31373.3,16.37
73,1,2008,494.0,4946.79,27.23
10,3,2007,2666.0,10962.31,25.95
84,6,2013,495.0,26857.0,14.98
59,6,2012,282.0,1.52,27.39
84,1,2013,495.0,26857.0,14.98
73,8,2011,494.0,1979.27,19.53
2,4,2011,1010.0,40.0,24.15
43,1,1999,2702.0,1597.0,27.32
42,3,1991,1083.0,72133.0,26.9
81,1,2000,59.0,3024.11,26.62
52,8,2000,661.0,1816.0,19.65
46,4,2009,832.0,74172.0,8.11
42,5,1999,1083.0,46195.0,26.21
59,6,2008,282.0,9.99,27.62
10,1,2010,2666.0,13283.72,26.65
53,8,1996,788.0,0.3,13.93
8,0,2004,1292.0,269.66,25.46
77,7,2009,854.0,13984.91,16.84
59,0,2007,282.0,7.72,27.94
3,8,2001,591.0,63700.17,17.71
77,9,1997,854.0,12750.0,17.1
62,1,2010,758.0,63402.29,19.62
14,8,1999,1761.0,119166.69999999998,21.59
42,1,2000,1083.0,44957.52,27.03
89,8,2008,624.0,2352.0,8.49
14,6,2010,1761.0,119166.69999999998,26.3
42,1,2013,1083.0,45620.0,28.85
56,1,2011,1513.0,310.36,20.33
7,5,2006,447.0,148.68,12.66
42,1,2007,1083.0,27422.77,25.82
96,6,2001,565.0,22415.17,8.42
84,3,2002,495.0,26857.0,21.07
26,0,1991,2274.0,2377.0,22.18
56,8,1998,1513.0,88.26,20.11
94,5,2006,593.0,27421.0,11.12
19,6,1999,537.0,44293.0,9.53
14,3,1990,1761.0,49695.0,27.07
33,8,1991,700.0,32006.0,4.93
70,2,2000,2280.0,3925.63,26.73
16,4,1996,748.0,39.16,28.74
34,0,1991,1187.0,65.8,26.6
20,0,2010,1342.0,22.87,26.06
49,8,2006,250.0,3926.27,3.88
43,4,2006,2702.0,1597.0,27.55
10,1,2009,2666.0,13790.09,26.54
42,5,2006,1083.0,37423.0,24.72
42,4,1994,1083.0,61357.0,25.87
73,7,1995,494.0,7681.0,22.61
42,1,2008,1083.0,14485.33,25.88
48,7,2005,1668.0,63829.77,12.99
84,3,1999,495.0,26098.8,16.09
95,0,1998,1180.0,88.0,23.97
84,4,2007,495.0,26857.0,18.98
42,4,1997,1083.0,52279.0,25.58
26,2,2001,2274.0,7344.0,17.39
14,5,1997,1761.0,110276.11,27.85
70,5,2010,2280.0,12242.19,27.01
5,8,1997,534.0,34091.0,16.48
62,4,2013,758.0,59920.18,25.36
22,9,1992,3240.0,15305.94,22.67
45,8,1998,1118.0,2257.0,9.71
27,8,2006,51.0,9781.0,22.05
62,4,2013,758.0,59920.18,20.45
42,6,2001,1083.0,43720.04,24.76
26,7,2002,2274.0,1302.49,22.23
73,6,2007,494.0,5935.96,27.69
42,5,1998,1083.0,49157.0,25.87
26,0,1992,2274.0,2012.0,22.19
43,3,2012,2702.0,1597.0,27.37
26,4,2009,2274.0,9666.87,22.01
42,6,1991,1083.0,72133.0,25.85
84,7,1997,495.0,21596.0,20.57
43,4,2011,2702.0,1597.0,27.39
1,1,2002,89.0,816.55,17.85
62,0,2011,758.0,65961.1,21.55
42,7,1990,1083.0,75000.0,25.77
81,3,2011,59.0,4840.3,26.4
22,0,2000,3240.0,75843.0,22.01
97,8,2001,1220.0,32893.1,10.18
51,3,1995,641.0,358.0,6.54
9,7,1993,83.0,14.05,26.09
5,7,1991,534.0,17866.0,20.29
42,1,2011,1083.0,55540.0,27.02
42,6,1995,1083.0,61257.0,26.62
81,1,1999,59.0,2853.74,26.75
73,1,1995,494.0,7681.0,26.09
16,3,1990,748.0,29.1,28.77
24,3,2013,703.0,4118.0,8.81
15,6,2000,608.0,2876.0,9.9
77,7,2000,854.0,15470.0,16.23
73,5,1995,494.0,7681.0,26.63
22,3,2004,3240.0,105514.19,22.63
22,2,1995,3240.0,20156.23,27.3
83,8,1999,1162.0,1133.0,10.51
14,8,2013,1761.0,119166.69999999998,20.07
84,1,1998,495.0,24304.0,16.11
62,8,1997,758.0,34468.93,20.99
21,8,1990,1522.0,15373.0,12.88
14,5,2007,1761.0,119166.69999999998,24.78
62,4,2008,758.0,61732.11,25.22
44,1,2011,216.0,1795.94,23.44
21,4,2012,1522.0,9830.72,13.48
29,8,1996,383.0,4.44,24.36
97,3,2012,1220.0,17718.64,9.55
47,4,2002,2051.0,909.71,27.51
43,0,1995,2702.0,1597.0,27.15
42,7,1995,1083.0,61257.0,25.73
26,7,2000,2274.0,17948.0,21.34
9,7,1992,83.0,14.05,25.09
79,8,2011,637.0,6582.9,11.26
64,5,1993,346.0,10585.43,17.11
32,3,2007,867.0,77255.0,11.75
42,7,2006,1083.0,37423.0,25.31
75,1,2010,1738.0,15590.54,16.97
24,8,2001,703.0,3311.0,8.78
59,7,2009,282.0,4.12,27.89
77,4,1998,854.0,14389.0,16.4
31,8,2005,536.0,1431.04,5.8
21,8,1994,1522.0,15373.0,13.42
43,7,1993,2702.0,1597.0,26.9
73,5,1995,494.0,7681.0,22.61
19,1,2000,537.0,39667.0,4.61
29,5,2001,383.0,27.63,24.61
14,9,2012,1761.0,119166.69999999998,19.72
93,5,2013,207.0,422.24,20.0
10,1,2001,2666.0,3295.78,25.93
89,3,1991,624.0,1841.0,7.49
23,8,2004,1113.0,2174.0,10.06
42,5,2008,1083.0,14485.33,26.83
61,7,2011,2041.0,685.98,24.52
42,1,1994,1083.0,61357.0,25.01
37,3,2012,1651.0,770.21,27.28
5,1,2007,534.0,32446.25,12.83
42,1,1990,1083.0,75000.0,24.1
77,8,2011,854.0,14024.98,16.91
62,0,2010,758.0,63402.29,16.19
42,5,1993,1083.0,66388.0,27.07
43,0,1995,2702.0,1597.0,27.08
19,6,2010,537.0,61050.0,7.11
22,1,1996,3240.0,18131.0,22.07
95,0,2005,1180.0,88.0,24.29
18,6,1999,1604.0,653.0,24.97
48,1,2000,1668.0,79821.18,15.58
42,5,2009,1083.0,28707.01,27.14
43,4,2005,2702.0,1597.0,27.48
33,3,1997,700.0,30414.0,9.73
100,6,2005,657.0,3129.26,21.49
73,3,1999,494.0,20450.0,27.54
65,8,1995,1032.0,72.19,21.89
28,0,2011,1784.0,3231.13,25.95
56,3,1998,1513.0,88.26,20.11
14,0,1990,1761.0,49695.0,27.07
42,4,1996,1083.0,56114.0,27.37
3,5,2007,591.0,81582.64,17.14
73,1,1998,494.0,18406.0,23.11
59,6,2010,282.0,3.84,28.18
14,4,1999,1761.0,119166.69999999998,17.66
42,0,1993,1083.0,66388.0,26.07
61,7,2001,2041.0,603.16,24.49
1,8,1998,89.0,322.84,17.14
11,3,1999,618.0,8306.31,7.38
62,0,2011,758.0,65961.1,16.26
14,4,2006,1761.0,119166.69999999998,27.76
14,6,2013,1761.0,119166.69999999998,27.11
6,6,2011,1110.0,3441.5,9.42
59,5,2009,282.0,4.12,27.89
22,2,1993,3240.0,14961.81,27.42
96,5,2008,565.0,54080.5,9.24
14,9,2001,1761.0,119166.69999999998,27.69
42,5,2001,1083.0,43720.04,25.59
42,0,1998,1083.0,49157.0,27.32
42,5,2013,1083.0,45620.0,27.37
5,1,2005,534.0,34310.0,18.26
14,1,1998,1761.0,118930.56,26.08
3,0,1999,591.0,62831.39,17.15
26,7,2005,2274.0,18391.23,22.21
14,0,2006,1761.0,119166.69999999998,18.47
42,3,2005,1083.0,35342.0,26.51
84,1,1992,495.0,16582.0,19.95
96,3,2002,565.0,17486.64,8.87
98,7,1996,1300.0,3444.01,17.03
44,8,1995,216.0,816.0,23.32
42,5,2005,1083.0,35342.0,26.28
85,5,2009,636.0,35199.0,17.45
73,7,2008,494.0,4946.79,23.21
62,7,2002,758.0,16189.88,16.37
84,6,1994,495.0,16582.0,18.48
50,7,2009,630.0,1578.0,17.3
42,4,2013,1083.0,45620.0,26.79
94,8,2012,593.0,42610.59,18.54
42,7,2004,1083.0,35113.0,26.24
34,4,2004,1187.0,134.25,27.02
96,5,2010,565.0,62534.6,8.97
47,7,1997,2051.0,909.71,27.8
61,3,1990,2041.0,889.0,23.84
71,4,1999,151.0,26.0,29.65
5,5,1991,534.0,17866.0,18.73
36,3,2008,1996.0,18091.67,19.51
42,3,2010,1083.0,40093.69,26.52
73,6,2009,494.0,3957.61,27.41
22,5,1997,3240.0,16005.0,22.9
74,9,1994,3142.0,176.0,25.07
19,8,2009,537.0,54529.4,7.12
14,0,2008,1761.0,119166.69999999998,26.94
62,8,2006,758.0,50891.95,25.35
2,1,2005,1010.0,40.0,24.41
62,3,1991,758.0,34468.93,16.13
38,9,2008,2387.0,234.27,27.31
80,0,2004,1212.0,159.54,19.93
27,3,1998,51.0,4715.0,22.36
73,4,1992,494.0,5518.0,18.34
