unnamed:_0,area,item,year,yield_hg_ha,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
11470,42,5,1995,8235,1083.0,61257.0,25.86
11471,42,5,1995,8235,1083.0,61257.0,27.2
11472,42,5,1995,8235,1083.0,61257.0,26.15
11473,42,5,1995,8235,1083.0,61257.0,24.04
11474,42,5,1995,8235,1083.0,61257.0,25.44
11475,42,5,1995,8235,1083.0,61257.0,25.73
11476,42,5,1995,8235,1083.0,61257.0,25.92
11477,42,5,1995,8235,1083.0,61257.0,26.62
11478,42,5,1995,8235,1083.0,61257.0,27.24
11479,42,5,1995,8235,1083.0,61257.0,25.5
11480,42,5,1995,8235,1083.0,61257.0,26.13
11481,42,5,1995,8235,1083.0,61257.0,25.55
11482,42,5,1995,8235,1083.0,61257.0,24.04
11483,42,5,1995,8235,1083.0,61257.0,26.04
11484,42,5,1995,8235,1083.0,61257.0,25.92
11485,42,5,1995,8235,1083.0,61257.0,25.76
11486,42,5,1995,8235,1083.0,61257.0,25.24
11487,42,5,1995,8235,1083.0,61257.0,26.72
11488,42,5,1995,8235,1083.0,61257.0,24.64
11489,42,5,1995,8235,1083.0,61257.0,27.03
11490,42,5,1995,8235,1083.0,61257.0,27.03
11491,42,5,1995,8235,1083.0,61257.0,26.01
11492,42,6,1995,10121,1083.0,61257.0,25.86
11493,42,6,1995,10121,1083.0,61257.0,27.2
11494,42,6,1995,10121,1083.0,61257.0,26.15
11495,42,6,1995,10121,1083.0,61257.0,24.04
11496,42,6,1995,10121,1083.0,61257.0,25.44
11497,42,6,1995,10121,1083.0,61257.0,25.73
11498,42,6,1995,10121,1083.0,61257.0,25.92
11499,42,6,1995,10121,1083.0,61257.0,26.62
11500,42,6,1995,10121,1083.0,61257.0,27.24
11501,42,6,1995,10121,1083.0,61257.0,25.5
11502,42,6,1995,10121,1083.0,61257.0,26.13
11503,42,6,1995,10121,1083.0,61257.0,25.55
11504,42,6,1995,10121,1083.0,61257.0,24.04
11505,42,6,1995,10121,1083.0,61257.0,26.04
11506,42,6,1995,10121,1083.0,61257.0,25.92
11507,42,6,1995,10121,1083.0,61257.0,25.76
11508,42,6,1995,10121,1083.0,61257.0,25.24
11509,42,6,1995,10121,1083.0,61257.0,26.72
11510,42,6,1995,10121,1083.0,61257.0,24.64
11511,42,6,1995,10121,1083.0,61257.0,27.03
11512,42,6,1995,10121,1083.0,61257.0,27.03
11513,42,6,1995,10121,1083.0,61257.0,26.01
11514,42,7,1995,80643,1083.0,61257.0,25.86
11515,42,7,1995,80643,1083.0,61257.0,27.2
11516,42,7,1995,80643,1083.0,61257.0,26.15
11517,42,7,1995,80643,1083.0,61257.0,24.04
11518,42,7,1995,80643,1083.0,61257.0,25.44
11519,42,7,1995,80643,1083.0,61257.0,25.73
11520,42,7,1995,80643,1083.0,61257.0,25.92
11521,42,7,1995,80643,1083.0,61257.0,26.62
11522,42,7,1995,80643,1083.0,61257.0,27.24
11523,42,7,1995,80643,1083.0,61257.0,25.5
11524,42,7,1995,80643,1083.0,61257.0,26.13
11525,42,7,1995,80643,1083.0,61257.0,25.55
11526,42,7,1995,80643,1083.0,61257.0,24.04
11527,42,7,1995,80643,1083.0,61257.0,26.04
11528,42,7,1995,80643,1083.0,61257.0,25.92
11529,42,7,1995,80643,1083.0,61257.0,25.76
11530,42,7,1995,80643,1083.0,61257.0,25.24
11531,42,7,1995,80643,1083.0,61257.0,26.72
11532,42,7,1995,80643,1083.0,61257.0,24.64
11533,42,7,1995,80643,1083.0,61257.0,27.03
11534,42,7,1995,80643,1083.0,61257.0,27.03
11535,42,7,1995,80643,1083.0,61257.0,26.01
11536,42,8,1995,25590,1083.0,61257.0,25.86
11537,42,8,1995,25590,1083.0,61257.0,27.2
11538,42,8,1995,25590,1083.0,61257.0,26.15
11539,42,8,1995,25590,1083.0,61257.0,24.04
11540,42,8,1995,25590,1083.0,61257.0,25.44
11541,42,8,1995,25590,1083.0,61257.0,25.73
11542,42,8,1995,25590,1083.0,61257.0,25.92
11543,42,8,1995,25590,1083.0,61257.0,26.62
11544,42,8,1995,25590,1083.0,61257.0,27.24
11545,42,8,1995,25590,1083.0,61257.0,25.5
11546,42,8,1995,25590,1083.0,61257.0,26.13
11547,42,8,1995,25590,1083.0,61257.0,25.55
11548,42,8,1995,25590,1083.0,61257.0,24.04
11549,42,8,1995,25590,1083.0,61257.0,26.04
11550,42,8,1995,25590,1083.0,61257.0,25.92
11551,42,8,1995,25590,1083.0,61257.0,25.76
11552,42,8,1995,25590,1083.0,61257.0,25.24
11553,42,8,1995,25590,1083.0,61257.0,26.72
11554,42,8,1995,25590,1083.0,61257.0,24.64
11555,42,8,1995,25590,1083.0,61257.0,27.03
11556,42,8,1995,25590,1083.0,61257.0,27.03
11557,42,8,1995,25590,1083.0,61257.0,26.01
11558,42,0,1996,238528,1083.0,56114.0,25.63
11559,42,0,1996,238528,1083.0,56114.0,27.06
11560,42,0,1996,238528,1083.0,56114.0,26.1
11561,42,0,1996,238528,1083.0,56114.0,23.81
11562,42,0,1996,238528,1083.0,56114.0,25.41
11563,42,0,1996,238528,1083.0,56114.0,25.9
11564,42,0,1996,238528,1083.0,56114.0,25.55
11565,42,0,1996,238528,1083.0,56114.0,26.65
11566,42,0,1996,238528,1083.0,56114.0,27.37
11567,42,0,1996,238528,1083.0,56114.0,25.55
11568,42,0,1996,238528,1083.0,56114.0,25.79
11569,42,0,1996,238528,1083.0,56114.0,25.31
11570,42,0,1996,238528,1083.0,56114.0,23.81
11571,42,0,1996,238528,1083.0,56114.0,26.46
11572,42,0,1996,238528,1083.0,56114.0,25.55
11573,42,0,1996,238528,1083.0,56114.0,25.75
11574,42,0,1996,238528,1083.0,56114.0,25.34
11575,42,0,1996,238528,1083.0,56114.0,26.64
11576,42,0,1996,238528,1083.0,56114.0,24.78
11577,42,0,1996,238528,1083.0,56114.0,27.01
11578,42,0,1996,238528,1083.0,56114.0,27.01
11579,42,0,1996,238528,1083.0,56114.0,25.99
11580,42,1,1996,17094,1083.0,56114.0,25.63
11581,42,1,1996,17094,1083.0,56114.0,27.06
11582,42,1,1996,17094,1083.0,56114.0,26.1
11583,42,1,1996,17094,1083.0,56114.0,23.81
11584,42,1,1996,17094,1083.0,56114.0,25.41
11585,42,1,1996,17094,1083.0,56114.0,25.9
11586,42,1,1996,17094,1083.0,56114.0,25.55
11587,42,1,1996,17094,1083.0,56114.0,26.65
11588,42,1,1996,17094,1083.0,56114.0,27.37
11589,42,1,1996,17094,1083.0,56114.0,25.55
11590,42,1,1996,17094,1083.0,56114.0,25.79
11591,42,1,1996,17094,1083.0,56114.0,25.31
11592,42,1,1996,17094,1083.0,56114.0,23.81
11593,42,1,1996,17094,1083.0,56114.0,26.46
11594,42,1,1996,17094,1083.0,56114.0,25.55
11595,42,1,1996,17094,1083.0,56114.0,25.75
11596,42,1,1996,17094,1083.0,56114.0,25.34
11597,42,1,1996,17094,1083.0,56114.0,26.64
11598,42,1,1996,17094,1083.0,56114.0,24.78
11599,42,1,1996,17094,1083.0,56114.0,27.01
11600,42,1,1996,17094,1083.0,56114.0,27.01
11601,42,1,1996,17094,1083.0,56114.0,25.99
11602,42,3,1996,169913,1083.0,56114.0,25.63
11603,42,3,1996,169913,1083.0,56114.0,27.06
11604,42,3,1996,169913,1083.0,56114.0,26.1
11605,42,3,1996,169913,1083.0,56114.0,23.81
11606,42,3,1996,169913,1083.0,56114.0,25.41
11607,42,3,1996,169913,1083.0,56114.0,25.9
11608,42,3,1996,169913,1083.0,56114.0,25.55
11609,42,3,1996,169913,1083.0,56114.0,26.65
11610,42,3,1996,169913,1083.0,56114.0,27.37
11611,42,3,1996,169913,1083.0,56114.0,25.55
11612,42,3,1996,169913,1083.0,56114.0,25.79
11613,42,3,1996,169913,1083.0,56114.0,25.31
11614,42,3,1996,169913,1083.0,56114.0,23.81
11615,42,3,1996,169913,1083.0,56114.0,26.46
11616,42,3,1996,169913,1083.0,56114.0,25.55
11617,42,3,1996,169913,1083.0,56114.0,25.75
11618,42,3,1996,169913,1083.0,56114.0,25.34
11619,42,3,1996,169913,1083.0,56114.0,26.64
11620,42,3,1996,169913,1083.0,56114.0,24.78
11621,42,3,1996,169913,1083.0,56114.0,27.01
11622,42,3,1996,169913,1083.0,56114.0,27.01
11623,42,3,1996,169913,1083.0,56114.0,25.99
11624,42,4,1996,28226,1083.0,56114.0,25.63
11625,42,4,1996,28226,1083.0,56114.0,27.06
11626,42,4,1996,28226,1083.0,56114.0,26.1
11627,42,4,1996,28226,1083.0,56114.0,23.81
11628,42,4,1996,28226,1083.0,56114.0,25.41
11629,42,4,1996,28226,1083.0,56114.0,25.9
11630,42,4,1996,28226,1083.0,56114.0,25.55
11631,42,4,1996,28226,1083.0,56114.0,26.65
11632,42,4,1996,28226,1083.0,56114.0,27.37
11633,42,4,1996,28226,1083.0,56114.0,25.55
11634,42,4,1996,28226,1083.0,56114.0,25.79
11635,42,4,1996,28226,1083.0,56114.0,25.31
11636,42,4,1996,28226,1083.0,56114.0,23.81
11637,42,4,1996,28226,1083.0,56114.0,26.46
11638,42,4,1996,28226,1083.0,56114.0,25.55
11639,42,4,1996,28226,1083.0,56114.0,25.75
11640,42,4,1996,28226,1083.0,56114.0,25.34
11641,42,4,1996,28226,1083.0,56114.0,26.64
11642,42,4,1996,28226,1083.0,56114.0,24.78
11643,42,4,1996,28226,1083.0,56114.0,27.01
11644,42,4,1996,28226,1083.0,56114.0,27.01
11645,42,4,1996,28226,1083.0,56114.0,25.99
11646,42,5,1996,9591,1083.0,56114.0,25.63
11647,42,5,1996,9591,1083.0,56114.0,27.06
11648,42,5,1996,9591,1083.0,56114.0,26.1
11649,42,5,1996,9591,1083.0,56114.0,23.81
11650,42,5,1996,9591,1083.0,56114.0,25.41
11651,42,5,1996,9591,1083.0,56114.0,25.9
11652,42,5,1996,9591,1083.0,56114.0,25.55
11653,42,5,1996,9591,1083.0,56114.0,26.65
11654,42,5,1996,9591,1083.0,56114.0,27.37
11655,42,5,1996,9591,1083.0,56114.0,25.55
11656,42,5,1996,9591,1083.0,56114.0,25.79
11657,42,5,1996,9591,1083.0,56114.0,25.31
11658,42,5,1996,9591,1083.0,56114.0,23.81
11659,42,5,1996,9591,1083.0,56114.0,26.46
11660,42,5,1996,9591,1083.0,56114.0,25.55
11661,42,5,1996,9591,1083.0,56114.0,25.75
11662,42,5,1996,9591,1083.0,56114.0,25.34
11663,42,5,1996,9591,1083.0,56114.0,26.64
11664,42,5,1996,9591,1083.0,56114.0,24.78
11665,42,5,1996,9591,1083.0,56114.0,27.01
11666,42,5,1996,9591,1083.0,56114.0,27.01
11667,42,5,1996,9591,1083.0,56114.0,25.99
11668,42,6,1996,10319,1083.0,56114.0,25.63
11669,42,6,1996,10319,1083.0,56114.0,27.06
11670,42,6,1996,10319,1083.0,56114.0,26.1
11671,42,6,1996,10319,1083.0,56114.0,23.81
11672,42,6,1996,10319,1083.0,56114.0,25.41
11673,42,6,1996,10319,1083.0,56114.0,25.9
11674,42,6,1996,10319,1083.0,56114.0,25.55
11675,42,6,1996,10319,1083.0,56114.0,26.65
11676,42,6,1996,10319,1083.0,56114.0,27.37
11677,42,6,1996,10319,1083.0,56114.0,25.55
11678,42,6,1996,10319,1083.0,56114.0,25.79
11679,42,6,1996,10319,1083.0,56114.0,25.31
11680,42,6,1996,10319,1083.0,56114.0,23.81
11681,42,6,1996,10319,1083.0,56114.0,26.46
11682,42,6,1996,10319,1083.0,56114.0,25.55
11683,42,6,1996,10319,1083.0,56114.0,25.75
11684,42,6,1996,10319,1083.0,56114.0,25.34
11685,42,6,1996,10319,1083.0,56114.0,26.64
11686,42,6,1996,10319,1083.0,56114.0,24.78
11687,42,6,1996,10319,1083.0,56114.0,27.01
11688,42,6,1996,10319,1083.0,56114.0,27.01
11689,42,6,1996,10319,1083.0,56114.0,25.99
11690,42,7,1996,80716,1083.0,56114.0,25.63
11691,42,7,1996,80716,1083.0,56114.0,27.06
11692,42,7,1996,80716,1083.0,56114.0,26.1
11693,42,7,1996,80716,1083.0,56114.0,23.81
11694,42,7,1996,80716,1083.0,56114.0,25.41
11695,42,7,1996,80716,1083.0,56114.0,25.9
11696,42,7,1996,80716,1083.0,56114.0,25.55
11697,42,7,1996,80716,1083.0,56114.0,26.65
11698,42,7,1996,80716,1083.0,56114.0,27.37
11699,42,7,1996,80716,1083.0,56114.0,25.55
11700,42,7,1996,80716,1083.0,56114.0,25.79
11701,42,7,1996,80716,1083.0,56114.0,25.31
11702,42,7,1996,80716,1083.0,56114.0,23.81
11703,42,7,1996,80716,1083.0,56114.0,26.46
11704,42,7,1996,80716,1083.0,56114.0,25.55
11705,42,7,1996,80716,1083.0,56114.0,25.75
11706,42,7,1996,80716,1083.0,56114.0,25.34
11707,42,7,1996,80716,1083.0,56114.0,26.64
11708,42,7,1996,80716,1083.0,56114.0,24.78
11709,42,7,1996,80716,1083.0,56114.0,27.01
11710,42,7,1996,80716,1083.0,56114.0,27.01
11711,42,7,1996,80716,1083.0,56114.0,25.99
11712,42,8,1996,24828,1083.0,56114.0,25.63
11713,42,8,1996,24828,1083.0,56114.0,27.06
11714,42,8,1996,24828,1083.0,56114.0,26.1
11715,42,8,1996,24828,1083.0,56114.0,23.81
11716,42,8,1996,24828,1083.0,56114.0,25.41
11717,42,8,1996,24828,1083.0,56114.0,25.9
11718,42,8,1996,24828,1083.0,56114.0,25.55
11719,42,8,1996,24828,1083.0,56114.0,26.65
11720,42,8,1996,24828,1083.0,56114.0,27.37
11721,42,8,1996,24828,1083.0,56114.0,25.55
11722,42,8,1996,24828,1083.0,56114.0,25.79
11723,42,8,1996,24828,1083.0,56114.0,25.31
11724,42,8,1996,24828,1083.0,56114.0,23.81
11725,42,8,1996,24828,1083.0,56114.0,26.46
11726,42,8,1996,24828,1083.0,56114.0,25.55
11727,42,8,1996,24828,1083.0,56114.0,25.75
11728,42,8,1996,24828,1083.0,56114.0,25.34
11729,42,8,1996,24828,1083.0,56114.0,26.64
11730,42,8,1996,24828,1083.0,56114.0,24.78
11731,42,8,1996,24828,1083.0,56114.0,27.01
11732,42,8,1996,24828,1083.0,56114.0,27.01
11733,42,8,1996,24828,1083.0,56114.0,25.99
11734,42,0,1997,221117,1083.0,52279.0,24.92
11735,42,0,1997,221117,1083.0,52279.0,26.45
11736,42,0,1997,221117,1083.0,52279.0,25.58
11737,42,0,1997,221117,1083.0,52279.0,23.26
11738,42,0,1997,221117,1083.0,52279.0,25.68
11739,42,0,1997,221117,1083.0,52279.0,25.09
11740,42,0,1997,221117,1083.0,52279.0,24.71
11741,42,0,1997,221117,1083.0,52279.0,26.19
11742,42,0,1997,221117,1083.0,52279.0,27.47
11743,42,0,1997,221117,1083.0,52279.0,24.77
11744,42,0,1997,221117,1083.0,52279.0,24.83
11745,42,0,1997,221117,1083.0,52279.0,24.71
11746,42,0,1997,221117,1083.0,52279.0,23.26
11747,42,0,1997,221117,1083.0,52279.0,25.75
11748,42,0,1997,221117,1083.0,52279.0,24.71
11749,42,0,1997,221117,1083.0,52279.0,25.46
11750,42,0,1997,221117,1083.0,52279.0,25.21
11751,42,0,1997,221117,1083.0,52279.0,26.38
11752,42,0,1997,221117,1083.0,52279.0,24.55
11753,42,0,1997,221117,1083.0,52279.0,26.53
11754,42,0,1997,221117,1083.0,52279.0,26.53
11755,42,0,1997,221117,1083.0,52279.0,25.58
11756,42,1,1997,17111,1083.0,52279.0,24.92
11757,42,1,1997,17111,1083.0,52279.0,26.45
11758,42,1,1997,17111,1083.0,52279.0,25.58
11759,42,1,1997,17111,1083.0,52279.0,23.26
11760,42,1,1997,17111,1083.0,52279.0,25.68
11761,42,1,1997,17111,1083.0,52279.0,25.09
11762,42,1,1997,17111,1083.0,52279.0,24.71
11763,42,1,1997,17111,1083.0,52279.0,26.19
11764,42,1,1997,17111,1083.0,52279.0,27.47
11765,42,1,1997,17111,1083.0,52279.0,24.77
11766,42,1,1997,17111,1083.0,52279.0,24.83
11767,42,1,1997,17111,1083.0,52279.0,24.71
11768,42,1,1997,17111,1083.0,52279.0,23.26
11769,42,1,1997,17111,1083.0,52279.0,25.75
11770,42,1,1997,17111,1083.0,52279.0,24.71
11771,42,1,1997,17111,1083.0,52279.0,25.46
11772,42,1,1997,17111,1083.0,52279.0,25.21
11773,42,1,1997,17111,1083.0,52279.0,26.38
11774,42,1,1997,17111,1083.0,52279.0,24.55
11775,42,1,1997,17111,1083.0,52279.0,26.53
11776,42,1,1997,17111,1083.0,52279.0,26.53
11777,42,1,1997,17111,1083.0,52279.0,25.58
11778,42,3,1997,193913,1083.0,52279.0,24.92
11779,42,3,1997,193913,1083.0,52279.0,26.45
11780,42,3,1997,193913,1083.0,52279.0,25.58
11781,42,3,1997,193913,1083.0,52279.0,23.26
11782,42,3,1997,193913,1083.0,52279.0,25.68
11783,42,3,1997,193913,1083.0,52279.0,25.09
11784,42,3,1997,193913,1083.0,52279.0,24.71
11785,42,3,1997,193913,1083.0,52279.0,26.19
11786,42,3,1997,193913,1083.0,52279.0,27.47
11787,42,3,1997,193913,1083.0,52279.0,24.77
11788,42,3,1997,193913,1083.0,52279.0,24.83
11789,42,3,1997,193913,1083.0,52279.0,24.71
11790,42,3,1997,193913,1083.0,52279.0,23.26
11791,42,3,1997,193913,1083.0,52279.0,25.75
11792,42,3,1997,193913,1083.0,52279.0,24.71
11793,42,3,1997,193913,1083.0,52279.0,25.46
11794,42,3,1997,193913,1083.0,52279.0,25.21
11795,42,3,1997,193913,1083.0,52279.0,26.38
11796,42,3,1997,193913,1083.0,52279.0,24.55
11797,42,3,1997,193913,1083.0,52279.0,26.53
11798,42,3,1997,193913,1083.0,52279.0,26.53
11799,42,3,1997,193913,1083.0,52279.0,25.58
11800,42,4,1997,28457,1083.0,52279.0,24.92
11801,42,4,1997,28457,1083.0,52279.0,26.45
11802,42,4,1997,28457,1083.0,52279.0,25.58
11803,42,4,1997,28457,1083.0,52279.0,23.26
11804,42,4,1997,28457,1083.0,52279.0,25.68
11805,42,4,1997,28457,1083.0,52279.0,25.09
11806,42,4,1997,28457,1083.0,52279.0,24.71
11807,42,4,1997,28457,1083.0,52279.0,26.19
11808,42,4,1997,28457,1083.0,52279.0,27.47
11809,42,4,1997,28457,1083.0,52279.0,24.77
11810,42,4,1997,28457,1083.0,52279.0,24.83
11811,42,4,1997,28457,1083.0,52279.0,24.71
11812,42,4,1997,28457,1083.0,52279.0,23.26
11813,42,4,1997,28457,1083.0,52279.0,25.75
11814,42,4,1997,28457,1083.0,52279.0,24.71
11815,42,4,1997,28457,1083.0,52279.0,25.46
11816,42,4,1997,28457,1083.0,52279.0,25.21
11817,42,4,1997,28457,1083.0,52279.0,26.38
11818,42,4,1997,28457,1083.0,52279.0,24.55
11819,42,4,1997,28457,1083.0,52279.0,26.53
11820,42,4,1997,28457,1083.0,52279.0,26.53
11821,42,4,1997,28457,1083.0,52279.0,25.58
11822,42,5,1997,6920,1083.0,52279.0,24.92
11823,42,5,1997,6920,1083.0,52279.0,26.45
11824,42,5,1997,6920,1083.0,52279.0,25.58
11825,42,5,1997,6920,1083.0,52279.0,23.26
11826,42,5,1997,6920,1083.0,52279.0,25.68
11827,42,5,1997,6920,1083.0,52279.0,25.09
11828,42,5,1997,6920,1083.0,52279.0,24.71
11829,42,5,1997,6920,1083.0,52279.0,26.19
11830,42,5,1997,6920,1083.0,52279.0,27.47
11831,42,5,1997,6920,1083.0,52279.0,24.77
11832,42,5,1997,6920,1083.0,52279.0,24.83
11833,42,5,1997,6920,1083.0,52279.0,24.71
11834,42,5,1997,6920,1083.0,52279.0,23.26
11835,42,5,1997,6920,1083.0,52279.0,25.75
11836,42,5,1997,6920,1083.0,52279.0,24.71
11837,42,5,1997,6920,1083.0,52279.0,25.46
11838,42,5,1997,6920,1083.0,52279.0,25.21
11839,42,5,1997,6920,1083.0,52279.0,26.38
11840,42,5,1997,6920,1083.0,52279.0,24.55
11841,42,5,1997,6920,1083.0,52279.0,26.53
11842,42,5,1997,6920,1083.0,52279.0,26.53
11843,42,5,1997,6920,1083.0,52279.0,25.58
11844,42,6,1997,10789,1083.0,52279.0,24.92
11845,42,6,1997,10789,1083.0,52279.0,26.45
11846,42,6,1997,10789,1083.0,52279.0,25.58
11847,42,6,1997,10789,1083.0,52279.0,23.26
11848,42,6,1997,10789,1083.0,52279.0,25.68
11849,42,6,1997,10789,1083.0,52279.0,25.09
11850,42,6,1997,10789,1083.0,52279.0,24.71
11851,42,6,1997,10789,1083.0,52279.0,26.19
11852,42,6,1997,10789,1083.0,52279.0,27.47
11853,42,6,1997,10789,1083.0,52279.0,24.77
11854,42,6,1997,10789,1083.0,52279.0,24.83
11855,42,6,1997,10789,1083.0,52279.0,24.71
11856,42,6,1997,10789,1083.0,52279.0,23.26
11857,42,6,1997,10789,1083.0,52279.0,25.75
11858,42,6,1997,10789,1083.0,52279.0,24.71
11859,42,6,1997,10789,1083.0,52279.0,25.46
11860,42,6,1997,10789,1083.0,52279.0,25.21
11861,42,6,1997,10789,1083.0,52279.0,26.38
11862,42,6,1997,10789,1083.0,52279.0,24.55
11863,42,6,1997,10789,1083.0,52279.0,26.53
11864,42,6,1997,10789,1083.0,52279.0,26.53
11865,42,6,1997,10789,1083.0,52279.0,25.58
11866,42,7,1997,84850,1083.0,52279.0,24.92
11867,42,7,1997,84850,1083.0,52279.0,26.45
11868,42,7,1997,84850,1083.0,52279.0,25.58
11869,42,7,1997,84850,1083.0,52279.0,23.26
11870,42,7,1997,84850,1083.0,52279.0,25.68
11871,42,7,1997,84850,1083.0,52279.0,25.09
11872,42,7,1997,84850,1083.0,52279.0,24.71
11873,42,7,1997,84850,1083.0,52279.0,26.19
11874,42,7,1997,84850,1083.0,52279.0,27.47
11875,42,7,1997,84850,1083.0,52279.0,24.77
11876,42,7,1997,84850,1083.0,52279.0,24.83
11877,42,7,1997,84850,1083.0,52279.0,24.71
11878,42,7,1997,84850,1083.0,52279.0,23.26
11879,42,7,1997,84850,1083.0,52279.0,25.75
11880,42,7,1997,84850,1083.0,52279.0,24.71
11881,42,7,1997,84850,1083.0,52279.0,25.46
11882,42,7,1997,84850,1083.0,52279.0,25.21
11883,42,7,1997,84850,1083.0,52279.0,26.38
11884,42,7,1997,84850,1083.0,52279.0,24.55
11885,42,7,1997,84850,1083.0,52279.0,26.53
11886,42,7,1997,84850,1083.0,52279.0,26.53
11887,42,7,1997,84850,1083.0,52279.0,25.58
11888,42,8,1997,26789,1083.0,52279.0,24.92
11889,42,8,1997,26789,1083.0,52279.0,26.45
11890,42,8,1997,26789,1083.0,52279.0,25.58
11891,42,8,1997,26789,1083.0,52279.0,23.26
11892,42,8,1997,26789,1083.0,52279.0,25.68
11893,42,8,1997,26789,1083.0,52279.0,25.09
11894,42,8,1997,26789,1083.0,52279.0,24.71
11895,42,8,1997,26789,1083.0,52279.0,26.19
11896,42,8,1997,26789,1083.0,52279.0,27.47
11897,42,8,1997,26789,1083.0,52279.0,24.77
11898,42,8,1997,26789,1083.0,52279.0,24.83
11899,42,8,1997,26789,1083.0,52279.0,24.71
11900,42,8,1997,26789,1083.0,52279.0,23.26
11901,42,8,1997,26789,1083.0,52279.0,25.75
11902,42,8,1997,26789,1083.0,52279.0,24.71
11903,42,8,1997,26789,1083.0,52279.0,25.46
11904,42,8,1997,26789,1083.0,52279.0,25.21
11905,42,8,1997,26789,1083.0,52279.0,26.38
11906,42,8,1997,26789,1083.0,52279.0,24.55
11907,42,8,1997,26789,1083.0,52279.0,26.53
11908,42,8,1997,26789,1083.0,52279.0,26.53
11909,42,8,1997,26789,1083.0,52279.0,25.58
11910,42,0,1998,252815,1083.0,49157.0,25.91
11911,42,0,1998,252815,1083.0,49157.0,27.48
11912,42,0,1998,252815,1083.0,49157.0,26.35
11913,42,0,1998,252815,1083.0,49157.0,24.34
11914,42,0,1998,252815,1083.0,49157.0,26.01
11915,42,0,1998,252815,1083.0,49157.0,26.12
11916,42,0,1998,252815,1083.0,49157.0,25.77
11917,42,0,1998,252815,1083.0,49157.0,26.69
11918,42,0,1998,252815,1083.0,49157.0,27.87
11919,42,0,1998,252815,1083.0,49157.0,25.87
11920,42,0,1998,252815,1083.0,49157.0,26.27
11921,42,0,1998,252815,1083.0,49157.0,25.46
11922,42,0,1998,252815,1083.0,49157.0,24.34
11923,42,0,1998,252815,1083.0,49157.0,26.4
11924,42,0,1998,252815,1083.0,49157.0,25.77
11925,42,0,1998,252815,1083.0,49157.0,25.87
11926,42,0,1998,252815,1083.0,49157.0,25.55
11927,42,0,1998,252815,1083.0,49157.0,27.09
11928,42,0,1998,252815,1083.0,49157.0,24.84
11929,42,0,1998,252815,1083.0,49157.0,27.32
11930,42,0,1998,252815,1083.0,49157.0,27.32
11931,42,0,1998,252815,1083.0,49157.0,26.12
11932,42,1,1998,17969,1083.0,49157.0,25.91
11933,42,1,1998,17969,1083.0,49157.0,27.48
11934,42,1,1998,17969,1083.0,49157.0,26.35
11935,42,1,1998,17969,1083.0,49157.0,24.34
11936,42,1,1998,17969,1083.0,49157.0,26.01
11937,42,1,1998,17969,1083.0,49157.0,26.12
11938,42,1,1998,17969,1083.0,49157.0,25.77
11939,42,1,1998,17969,1083.0,49157.0,26.69
11940,42,1,1998,17969,1083.0,49157.0,27.87
11941,42,1,1998,17969,1083.0,49157.0,25.87
11942,42,1,1998,17969,1083.0,49157.0,26.27
11943,42,1,1998,17969,1083.0,49157.0,25.46
11944,42,1,1998,17969,1083.0,49157.0,24.34
11945,42,1,1998,17969,1083.0,49157.0,26.4
11946,42,1,1998,17969,1083.0,49157.0,25.77
11947,42,1,1998,17969,1083.0,49157.0,25.87
11948,42,1,1998,17969,1083.0,49157.0,25.55
11949,42,1,1998,17969,1083.0,49157.0,27.09
11950,42,1,1998,17969,1083.0,49157.0,24.84
11951,42,1,1998,17969,1083.0,49157.0,27.32
11952,42,1,1998,17969,1083.0,49157.0,27.32
11953,42,1,1998,17969,1083.0,49157.0,26.12
11954,42,3,1998,146020,1083.0,49157.0,25.91
11955,42,3,1998,146020,1083.0,49157.0,27.48
11956,42,3,1998,146020,1083.0,49157.0,26.35
11957,42,3,1998,146020,1083.0,49157.0,24.34
11958,42,3,1998,146020,1083.0,49157.0,26.01
11959,42,3,1998,146020,1083.0,49157.0,26.12
11960,42,3,1998,146020,1083.0,49157.0,25.77
11961,42,3,1998,146020,1083.0,49157.0,26.69
11962,42,3,1998,146020,1083.0,49157.0,27.87
11963,42,3,1998,146020,1083.0,49157.0,25.87
11964,42,3,1998,146020,1083.0,49157.0,26.27
11965,42,3,1998,146020,1083.0,49157.0,25.46
11966,42,3,1998,146020,1083.0,49157.0,24.34
11967,42,3,1998,146020,1083.0,49157.0,26.4
11968,42,3,1998,146020,1083.0,49157.0,25.77
11969,42,3,1998,146020,1083.0,49157.0,25.87
11970,42,3,1998,146020,1083.0,49157.0,25.55
11971,42,3,1998,146020,1083.0,49157.0,27.09
11972,42,3,1998,146020,1083.0,49157.0,24.84
11973,42,3,1998,146020,1083.0,49157.0,27.32
11974,42,3,1998,146020,1083.0,49157.0,27.32
11975,42,3,1998,146020,1083.0,49157.0,26.12
11976,42,4,1998,28805,1083.0,49157.0,25.91
11977,42,4,1998,28805,1083.0,49157.0,27.48
11978,42,4,1998,28805,1083.0,49157.0,26.35
11979,42,4,1998,28805,1083.0,49157.0,24.34
11980,42,4,1998,28805,1083.0,49157.0,26.01
11981,42,4,1998,28805,1083.0,49157.0,26.12
11982,42,4,1998,28805,1083.0,49157.0,25.77
11983,42,4,1998,28805,1083.0,49157.0,26.69
11984,42,4,1998,28805,1083.0,49157.0,27.87
11985,42,4,1998,28805,1083.0,49157.0,25.87
